dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.cycle;custom.periodicity;datasetid
;;;;;;;;;;;;;;;;Horaires des lignes TER;"<p class="""" style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Horaires des lignes TER (Trains Express Régionaux) opérées par la SNCF :</p><ul><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">horaires théoriques aux formats <a href=""https://developers.google.com/transit/gtfs/reference"" style=""text-decoration: none; color: rgb(0, 136, 206);"">GTFS</a> et NeTEx, mis à jour quotidiennement sur les 60 jours de circulation à venir ;</li><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">horaires temps réel au format GTFS-RT (service ""Trip Updates""), mis à jour toutes les 2 minutes pour les trains circulant dans les 60 prochaines minutes.</li></ul><p class="""" style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">
</p><p class="""" style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><br/></p><p class="""" style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">L'exposition de l'offre de transport des lignes TER, déjà disponible au niveau théorique aux formats GTFS et NeTEx (qui est la norme technique européenne pour l'échange de données de transport), s'enrichit à compter de mi-juillet 2022 d'une information en temps réel GTFS-RT (service Trip Updates).</p><p class="""" style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""color: rgb(51, 51, 51);"">Les fichiers sont disponibles aux liens suivants :</span></p><ul><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""color: rgb(51, 51, 51);"">pour le GTFS : </span><a href=""https://eu.ftp.opendatasoft.com/sncf/gtfs/export-ter-gtfs-last.zip"" target=""_blank"">https://eu.ftp.opendatasoft.com/sncf/gtfs/export-ter-gtfs-last.zip</a><a href=""https://eu.ftp.opendatasoft.com/sncf/gtfs/export-ter-gtfs-last.zip"" style=""font-family: Avenir, Helvetica, Arial, sans-serif; font-size: 14px; background-color: rgb(255, 255, 255); text-decoration: none; color: rgb(0, 136, 206);""></a></li><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">pour le NeTEx : <a href=""https://eu.ftp.opendatasoft.com/sncf/horaires/export-ter-netex-last.zip"" target=""_blank"">https://eu.ftp.opendatasoft.com/sncf/horaires/export-ter-netex-last.zip</a><a href=""https://eu.ftp.opendatasoft.com/sncf/horaires/export-ter-netex-last.zip"" target=""_blank""></a></li><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">pour le GTFS-RT, service Trip Updates : <a href=""https://proxy.transport.data.gouv.fr/resource/sncf-ter-gtfs-rt-trip-updates"" target=""_blank"">https://proxy.transport.data.gouv.fr/resource/sncf-ter-gtfs-rt-trip-updates</a></li></ul><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><br/></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Quelques remarques techniques : </p><ul><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Des mises à jour ont été effectuées sur les données GTFS : le plan de transport théorique intègre désormais à l'échelle nationale les adaptations connues la veille à 17h en cas de perturbations ou de mouvements sociaux.</li><li style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""> Une actualisation des référentiels internes relatifs aux circulations a été effectuée le 25 juin 2022.</li></ul>
<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">En cas de question, vous pouvez contacter l'équipe Open data SNCF Voyageurs à l'adresse suivante : <a href=""mailto:Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr"">Data_Office_Secretariat_General_SA_Voyageurs@sncf.fr</a></p>";Horaires et itinéraires;Horaires,Train,Gare de voyageurs,GTFS,TER,NeTEx,GTFS-RT,Temps réel;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2023-06-13T03:00:03+00:00;False;True;2022-07-12T12:43:57+00:00;2023-06-14T01:19:05.598000+00:00;world_fr;False;France;;;SNCF Voyageurs;;3;;;;;;;True;;datasncf;;Quotidienne;sncf-ter-gtfs
;;;;;;;;;;;;;;;;Interceptions programmées sur ligne;<p>Ce jeu de données ouvre les données de Transparence Travaux : nombre d’interceptions programmées par type sur le RFN par zone de responsabilité d’un Infrapôle et par ligne.</p><p>La carte mise à jour chaque semaine à destination du grand public est disponible sur sncf-reseau.fr</p>;Réseau;SNCF RESEAU,Interceptions,Famille de travaux;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-03-25T14:00:02+00:00;True;True;2023-06-09T09:00:05+00:00;2023-06-14T01:13:23.146000+00:00;world_fr;True;France;;;SNCF Réseau;;665;;;;;;;True;;datasncf;;Annuelle;interceptions-programmees-sur-ligne
;;;;;;;;;;;;;;;;Effectifs disponibles GPF SNCF depuis 1851;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Effectifs dis<span style=""color: rgb(51, 51, 51);"">ponibles en moyenne annuelle du Groupe Public Ferroviaire SNCF (hors filiales) depuis 1851.</span></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><u>Précisions :</u><br/></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""font-family: inherit;"">Le nombre d'« </span><span style=""font-family: inherit; font-weight: bolder;""><em>agents disponibles</em></span><span style=""font-family: inherit;""> » correspond au nombre d’agents en équivalent temps plein mis à disposition de l’entité pour le mois considéré. Le calcul tient compte à la fois du pourcentage d’utilisation repris dans le contrat du travail et du nombre de jours travaillés durant le mois.</span></p>

<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;""><span style=""color: rgb(51, 51, 51);"">- Avant 1937, l'effectif proposé correspond à l'effectif agrégé de différentes compagnies ferroviaires.</span><br/></p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- de 1939 à 1945 : non compris les agents du cadre permanent mobilisés.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- de 1940 à 1944 : non compris le personnel des lignes d'Alsace et de Lorraine.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- 1970 : y compris les services de messageries et de transports routiers.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- 1990 : inclusion des contractuels à temps partiel, décomptés en équivalents temps plein (soit 4 848 agents équivalent temps plein en 1990.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- 1998 : l'effectif de gestion (suivi en comptabilité) remplace l'effectif à disposition.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- de 1998 à 2005 : y compris emplois jeunes</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- février 2000 : filialisation du SERNAM</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">- 2007 : l'effectif disponible remplace l'effectif de gestion.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;"">- 2015 : hors RFF du 1er janvier au 30 juin 2015</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;""><br/></p>";Informations institutionnelles et financières;effectifs,ressources humaines;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2021-07-16T15:06:42+00:00;False;True;2021-07-16T15:06:42+00:00;2023-06-14T01:18:33.441000+00:00;world_fr;True;France;;;SNCF Voyageurs;;170;;;;;;;True;;datasncf;;Annuelle;effectifs-disponibles-sncf-depuis-1851
;;;;;;annuelle;;;;;;;;;;Documents de Référence des Gares;"<p>SNCF Gares &amp; Connexions rend publique la version révisée de son Document de Référence des Gares (DRG) 2019. Ce document décrit les différents services et tarifs proposés par SNCF Gares &amp; Connexions.</p>";Gares,Informations institutionnelles et financières;Gare de voyageurs,Gares;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2019-07-01T12:58:21+00:00;False;True;2019-07-01T12:58:21+00:00;2020-10-05T11:16:56.033000+00:00;world_fr;True;France;;;Gares & Connexions;;100;;;;;;;False;;;;Annuelle;documents-de-reference-des-gares
;;;;;;;;;;;;;;;;Rapports SNCF;<p>Consultez les rapports des activités SNCF.</p>;Informations institutionnelles et financières;rapports,Activité,rapports annuels,chiffres,finance,Institutionnel,groupe,Groupe SNCF;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-03-28T09:37:15+00:00;False;True;2023-03-28T09:37:15+00:00;2023-05-02T09:33:23.301000+00:00;world_fr;True;France;;;SNCF;;33;;;;;;;False;;;;Irrégulière;rapports-sncf
;;;;;;;;;;;;;;;;Lignes par gare sur le réseau Transilien;"<p><span style=""color: rgb(51, 51, 51); font-family: Avenir, Helvetica, Arial, sans-serif;"">Points d'arrêt desservis par Transilien et liste des lignes qui les desservent.</span><br/></p>";Services voyageurs;Ligne,Gare de voyageurs,Transilien,Ile-de-France;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;;;;2018-01-12T10:12:00+00:00;False;False;2021-12-02T16:42:13+00:00;2023-06-14T01:20:14.503000+00:00;world_fr;True;France;;;SNCF Voyageurs;;513;;;;;;;True;;datasncf;;;sncf-lignes-par-gares-idf
;;;;;;;;;;;;;;;;Vitesse maximale nominale sur ligne;<p>Vitesse maximale nominale sur les lignes du Réseau Ferré National.</p><p>La vitesse maximale nominale autorisée pour les trains correspond à la plus rapide des vitesses autorisées pour les trains les plus rapides.</p><p>Ce découpage est renseigné par une valeur numérique ayant pour unité le kilomètre/heure, valeur comprise dans une plage allant de 5 à 350. </p><p>Cette vitesse ne prend pas en compte les limitations temporaires de vitesse.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021.</p><p>Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dans certains cas, la transformation de la localisation ferroviaire en coordonnées géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées</p><p>Dernière mise à jour: 10/08/2022<br/></p>;Réseau;SNCF RESEAU,Lignes,Infrastructure,Vitesse maximale,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:27:06+00:00;True;True;2022-08-10T14:40:24+00:00;2023-06-14T01:11:37.035000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[9.44911977276206, 51.055230516940355], [-4.479243038222194, 51.055230516940355], [-4.479243038222194, 41.927543906494975], [9.44911977276206, 41.927543906494975], [9.44911977276206, 51.055230516940355]]], ""type"": ""Polygon""}";SNCF Réseau;;2573;;;;;;;True;;datasncf;;Annuelle;vitesse-maximale-nominale-sur-ligne
;;;;;;;;;;;;;;;;Lignes par type;<p>Liste des lignes du Réseau Ferré National, par type, quelque soit son statut d’exploitation.</p><p>Les types de ligne sont les suivants : ligne, raccordement, voie mère d'embranchement, voie de desserte de port.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021. </p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS 84 (EPSG:3857).</p><p>Dans certains cas, la transformation de la localisation ferroviaire en coordonnées géographiques n’est pas possible : ces coordonnées n’ont pas été collectées pour les lignes qui ne sont plus exploitées.</p><p>date de mise à jour 11/05/2023</p>;Description du réseau;SNCF RESEAU,Lignes,Infrastructure,Type de ligne,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2020-05-26T16:33:28+00:00;True;True;2023-05-12T07:58:33+00:00;2023-06-14T01:13:13.138000+00:00;world;True;World;LineString,MultiLineString;"{""coordinates"": [[[9.44911977276206, 51.076054936274886], [-4.479243038222194, 51.076054936274886], [-4.479243038222194, 41.927543906494975], [9.44911977276206, 41.927543906494975], [9.44911977276206, 51.076054936274886]]], ""type"": ""Polygon""}";SNCF Réseau;;1043;;;;;;;True;;datasncf;;Annuelle;lignes-par-type
;2014-09-09;;;;;;;Depuis mai 2014;Etablissement ferroviaire SNCF;;;;;;;Lettres de suite des audits de sécurité des établissements ferroviaires;"<p>Lettres de suite des audits d'établissements ferroviaires impliquant la Sécurité de l'Exploitation Ferroviaire.</p><p>Tous les deux ans, 186 établissements ferroviaires SNCF font l’objet d’un Audit National de Sécurité (ANS). Conformément à la procédure en vigueur, l'audit évalue le niveau de sécurité des domaines opérationnels des établissements ainsi que la qualité du management. Les notations techniques sont adressées au directeur de l’établissement SNCF concerné avec une lettre de suite, c’est-à-dire un résumé des points saillants de l’audit.</p><p>Les types d'établissement suivant sont audités :</p><ul>
<li>INFRALOG</li><li>INFRAPOLE</li><li>TECHNICENTRE INDUSTRIEL</li><li>TECHNICENTRE de MAINTENANCE</li><li>ETABLISSEMENT INFRA CIRCULATION</li><li>ETABLISSEMENTS VOYAGEURS<br/></li></ul>";Sécurité ferroviaire;Sécurité,Audits,Etablissements ferroviaires,Sécurité & Qualité de Service Ferroviaire;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-06-08T09:43:39+00:00;False;True;2023-06-08T09:43:39+00:00;2023-06-08T09:43:39.864000+00:00;world_fr;True;France;;;SNCF;;750;;;;;;;False;;;;Irrégulière;lettres-audits-etablissements-ferroviaires
2020-04-16;2020-04-16;;;;;;;;;;;;;;;Réutilisations de données Open Data SNCF;"<p>Ce jeu de données répertorie les réutilisations <span style='font-size: 12.495px; font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>que nous avons pu identifier </span><font face=""inherit""><span style=""font-size: 0.833rem;"">utilisant des </span></font>données<font face=""inherit""><span style=""font-size: 0.833rem;""> SNCF. Il sera mis à jour régulièrement.</span></font></p><p>Si vous avez d'autres réutilisations à nous indiquer, n'hésitez pas à nous les soumettre via  l'adresse open-data@sncf.fr.</p><p>Par ailleurs, si vous identifiez une réutilisation qui n'utilise en réalité pas, ou plus, les données de la SNCF, n'hésitez pas à nous la signaler.</p>";Informations Institutionnelles;Réutilisations;Open Data Commons Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2021-06-08T07:49:46+00:00;False;True;2021-06-08T07:49:46+00:00;2021-06-08T07:49:46.722000+00:00;world_fr;True;France;;;SNCF;;160;;;;;;;False;;;Finalisé;Irrégulière;reutilisations-open-data
;;;;;;;;;;;;;;;;Liste des ponts-route;"<p>Liste des ponts-route du Réseau Ferré National.</p><p>Les ouvrages d’art supérieurs à 2 mètres sont listés.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021. </p><p>Les éléments d’infrastructure sont localisés par projection sur la ligne correspondante. Les coordonnées GPS proposées sont celles de la projection de l’objet sur la ligne. De ce fait, il peut y avoir un écart avec la géolocalisation de l’objet.</p><p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes. Quand un objet est projeté sur une ligne qui n’est plus exploitée, la traduction de la localisation n’est pas possible.</p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour : 28/04/2023<br/></p>";Réseau;SNCF RESEAU,Pont-Route,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:39:24+00:00;True;True;2023-04-28T15:39:57+00:00;2023-06-14T01:12:08.990000+00:00;world;True;World;Point;;SNCF Réseau;;9792;;;;;;;True;;datasncf;;Annuelle;liste-des-ponts-route
2015-05-12;2015-05-12;Gares & Connexions;;;;Semestriel;;;Gares de France;;;;;;;Baromètre satisfaction client en gare;"<p>Le<strong> baromètre de satisfaction client</strong> en gare est l’outil principal de mesure de la qualité perçue de Gares &amp; Connexions. Les clients sont interrogés en face à face en gare et notent la gare de 0 à 10 autour des 7 promesses de service :</p><ul>   <li>Promesse 1 : les informations</li><li>Promesse 2 : les déplacements</li><li>Promesse 3 : la propreté et la      sûreté</li><li>Promesses 4 : le confort de l'attente</li><li>Promesse 5 : les commerces et      les services</li><li>Promesse 6 : l’architecture et les
animations</li><li>Promesse 7 : la mobilité durable</li></ul><ul>   </ul><ul>   </ul><ul>   </ul><ul>   </ul><p>Ces mesures sont réalisées dans les 125 plus grandes gares avec une fréquence de 2 vagues annuelles en mars et en septembre.</p><p><br/></p>";Gares;Satisfaction client,Gare de voyageurs,Service en gare;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2022-12-08T13:15:53+00:00;False;False;;2022-12-08T16:01:59.525000+00:00;world_fr;True;France;;;Gares & Connexions;;0;;;;;;;False;;;;Semestrielle;barometre-client
;;;;;;;;;;;;;;;;Temps de travail annuel depuis 1851;"<p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 1em; color: rgb(51, 51, 51); font-size: 14px;"">Ce jeu de données présente la durée réglementaire de travail à la SNCF pour des postes à temps plein. Elle est diminuée des jours fériés et des jours de repos.</p><p style=""font-family: Avenir, Helvetica, Arial, sans-serif; margin-bottom: 0px; color: rgb(51, 51, 51); font-size: 14px;"">Cette série est rapprochée, pour information, de la chronologie du temps de travail établie par <a href=""https://www.insee.fr/fr/statistiques/4277664?sommaire=4318291&amp;q=chronologie+du+temps+de+travail#tableau-figure3"" style=""text-decoration: none; color: rgb(0, 136, 206);"" target=""_blank"">l'INSEE</a> pour la période 1950-2018 (comptes nationaux, base 2014).</p>";Informations institutionnelles et financières;temps de travail,régime de travail;Open Database License (ODbL);https://data.sncf.com/pages/cgu/A1#A1;fr;fr;;2020-08-26T10:49:00+00:00;False;False;2021-07-16T08:01:37+00:00;2023-06-14T01:20:35.555000+00:00;world_fr;True;France;;;SNCF Voyageurs;;168;;;;;;;True;;datasncf;;Annuelle;temps-de-travail-annuel-depuis-1851
2023-05-10;;;;;;;;;;;;;2023-01-01T22:00:00+00:00;;;Incidents de sécurité (EPSF) depuis janvier 2023;"<p class=""MsoNormal"">Ce jeu de données présente la description et la localisation
des incidents de sécurité selon l’échelle de gravité de l’EPSF (Établissement
public de sécurité ferroviaire) depuis janvier 2023.<o:p></o:p></p><p class=""MsoNormal"">Historiquement, l’indicateur de pilotage des événements SEF
(Sécurité de l'Exploitation Ferroviaire) à la SNCF était le nombre d’Évènements
de Sécurité Remarquables (ESR), c’est-à-dire un évènement qui met en risque
l’intégrité physique des personnes ou aux abords des installations ferroviaires
sous couvert d’une défaillance du système ferroviaire (y compris les
personnels, salariés de prestataires et sous-traitants, etc.). <o:p></o:p></p><p class=""MsoNormal"">La SNCF a décidé à partir de janvier 2023 de suivre
l’indicateur de pilotage l’EPSF afin de favoriser les comparaisons avec
l’ensemble des exploitants ferroviaires et promouvoir une vision commune de la
sécurité. <o:p></o:p></p><p class=""MsoNormal""><o:p> </o:p></p><p class=""MsoNormal"">L’échelle de gravité de l’EPSF comprend six niveaux : <o:p></o:p></p><p class=""MsoNormal"">1 : Évènement « mineur » de sécurité<o:p></o:p></p><p class=""MsoNormal"">2 : Évènement qui aurait pu avoir des conséquences
matérielles / blessés légers<o:p></o:p></p><p class=""MsoNormal"">3 : Évènement qui aurait pu avoir des conséquences humaines
individuelles<o:p></o:p></p><p class=""MsoNormal"">4 : Évènement qui aurait pu avoir des conséquences humaines
collectives<o:p></o:p></p><p class=""MsoNormal"">5 : Accident qui a eu des conséquences significatives<o:p></o:p></p><p class=""MsoNormal"">6 : Accident qui a eu des conséquences graves<o:p></o:p></p><p class=""MsoNormal""><o:p> </o:p></p><p>























</p><p class=""MsoNormal"">La mise à jour des données s’effectue tous les mois pour le
mois précédent.<o:p></o:p></p>";Sécurité ferroviaire;Sécurité,Sécurité & Qualité de Service Ferroviaire,Evènement de sécurité remarquable;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-06-08T09:41:58+00:00;False;True;2023-06-08T09:41:58+00:00;2023-06-08T09:41:58.983000+00:00;world_fr;True;France;;;SNCF;;97;;;;;;;False;;;;Mensuelle;incidents-de-securite-epsf
;;;;;;;;;;;;;;;;Liste des tunnels;"<p>Liste des tunnels du Réseau Ferré National.</p><p>Les ouvrages d’art supérieurs à 2 mètres sont listés.</p><p>La longueur du tunnel est exprimée en mètres.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021. </p><p>Les éléments d’infrastructure sont localisés par projection sur la ligne correspondante. Les coordonnées GPS proposées sont celles de la projection de l’objet sur la ligne. De ce fait, il peut y avoir un écart avec la géolocalisation de l’objet.</p><p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes. Quand un objet est projeté sur une ligne qui n’est plus exploitée, la traduction de la localisation n’est pas possible.</p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière
mise à jour : 19/04/2023<br/></p>";Description du réseau;SNCF RESEAU,Tunnels,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-23T13:21:07+00:00;True;True;2023-04-28T15:58:43+00:00;2023-06-14T01:12:19.082000+00:00;world;True;World;Point;;SNCF Réseau;;1427;;;;;;;True;;datasncf;;Annuelle;liste-des-tunnels
;;;;;;;;;;;;;;;;Signalisation permanente;<p>Localisation  de la signalisation permanente du Réseau Ferré National.</p><p>Ce jeu publie les données en l’état des bases au 31/12/2021. </p><p>Les éléments d’infrastructure sont localisés par projection sur la ligne correspondante. Les coordonnées GPS proposées sont celles de la projection de l’objet sur la ligne. De ce fait, il peut y avoir un écart avec la géolocalisation de l’objet.</p><p>Lorsqu’un élément se trouve à proximité de plusieurs lignes, il est projeté sur les différentes lignes. Quand un objet est projeté sur une ligne qui n’est plus exploitée, la traduction de la localisation n’est pas possible.</p><p>Les coordonnées sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).</p><p>Dernière mise à jour: 19/04/2022<br/></p>;Réseau;SNCF RESEAU,Signalisation,Infrastructure,Géolocalisation;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;Europe/Paris;2022-03-24T10:44:03+00:00;True;True;2023-04-28T15:32:40+00:00;2023-06-14T01:10:26.971000+00:00;world;True;World;Point;;SNCF Réseau;;123870;;;;;;;True;;datasncf;;Annuelle;signalisation-permanente
2016-02-10;2016-03-03;;;;;Annuelle;;Depuis 2014;Gares SNCF;;;;;;;Procès-Verbal des Instances régionales de concertation relatifs aux gares;<p>Rapports sur les  Instances régionales de concertation (IRC) relatifs aux gares.</p><p>Les IRC (Instances régionales de concertation) sont des instances qui examinent toute les questions relatives aux prestations rendues dans chacune des gares de leur périmètre de gestion. </p><p>Les IRC sont notamment consultées sur le financement des programmes d'investissements prévus. Ces instances se réunissent une fois par an autour d'un support de présentation qui est publié ici.</p>;Gares;Gare de voyageurs,Services en gare,Investissement;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2019-07-09T07:30:49+00:00;False;True;2019-07-09T07:30:49+00:00;2020-10-05T11:15:29.429000+00:00;world_fr;True;France;;;Gares & Connexions;;110;;;;;;;False;;;;;rapports-irc
2014-07-07;;Direction cohésion & ressources humaines;;;;Annuelle;;Depuis 2010;;;;;;;;Agents SNCF en situation de handicap;"<p>Agents SNCF en situation de handicap et en service au 31 décembre depuis 2010. <br/>*Suite à la réforme ferroviaire, le jeu de données prend en compte les agents en situation de handicap par EPIC, sans distinction de statut.</p><ul><li>“Agents au statut” : également désigné par “cadre permanent” à l’intérieur de SNCF, cette notion désigne une position statutaire, quelque soit le collège de l’agent, conforme aux dispositions de la directive interne RH 001 (“Statut des relations collectives entre la SNCF et son personnel”).</li><li>""Agents contractuels"" : désigne un agent qui n’est pas au statut, mais et qui est lié à SNCF par un contrat de travail de droit commun.</li></ul><div> <div> <p>En application de la <a href=""http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000809647"" target=""_blank"">loi n° 2005 – 102 du 11 février 2005</a> pour l'égalité des droits et des chances, la participation et la citoyenneté des personnes handicapées, notamment les dispositions relatives au calcul de l’obligation d’emploi des travailleurs handicapés, le nombre d’unités déclaratives repris dans cet indicateur correspond au prorata des agents reconnus travailleurs de l’Épic SNCF, selon les trois critères suivants : temps de présence en entreprise, temps de travail et durée de la validité de la reconnaissance travailleur handicapé. </p><p>Ces données sont issues du Bilan social publié chaque année par la Direction cohésion &amp; ressources humaines de SNCF. Le bilan social présente les données relatives à l’ensemble du personnel de l’entreprise à l’exception des médecins qui interviennent dans le cadre de la médecine du travail et de la médecine de soins des agents en activité, des stagiaires, des concierges et du personnel contractuel sous contrait aidé.</p><p>

</p><p>

</p><p><b>A partir de 2019, le type d’effectif prise en compte par
le Bilan Social a été modifié : les effectifs présentés sont les effectifs
totaux ( et non plus les effectifs « réels).</b></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p><p>

<b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><b></b><i></i><u></u><sub></sub><sup></sup><strike></strike><br/></p></div></div>";Social et ressources humaines;Social,Ressources humaines,Direction Cohésion;Open Database License (ODbL);https://data.sncf.com/pages/licence;fr;fr;;2023-01-03T11:17:09+00:00;False;True;2023-01-03T11:17:09+00:00;2023-01-03T11:17:09.400000+00:00;world_fr;True;France;;;SNCF;;12;;;;;;;False;;;;Annuelle;agents-situation-handicap
